Location;Participants;Cost
Upper West Side, Manhattan;Nightwing vs. Avengers, Iron Man, Orin, Ozymandias, Zatanna;$3000
Long Island City, Queens;Aztec vs. Avengers;$3000
Upper West Side, Manhattan;Orin, Ray vs. Jonah Hex;$0
Nolita, Manhattan;Doctor Strange, Ghost Rider vs. Cyborg, Marvelman;$8000
Washington Heights, Manhattan;Black Panther, Kate Spencer, Raven vs. Kid Flash;$3000
Upper East Side, Manhattan;Huntress, Power Girl, Robin vs. Xera;$3000
Meatpacking District, Manhattan;Aisha vs. Catwoman, Green Arrow, Hank Hall, Iron Man, Kamandi, Lagoon Boy, Owlwoman, Ozymandias, Robin, Sub-Mariner, Superman, Vixen;$10000
Little Italy, Manhattan;Ridder vs. Rocketeer;$1000
Little Italy, Manhattan;Black Canary, Teenage Mutant Ninja Turtles vs. Green Lantern, Rocketeer;$2000
Koreatown, Manhattan;Asterix, Sub-Mariner vs. Daredevil;$1000
Coney Island, Brooklyn;Gangbuster, Shadow, Spider-Man, Supergirl vs. Mr. Terrific;$4000
Nolita, Manhattan;Blue Beetle, Bronze Tiger vs. Agent Liberty, Iron Man, Kid Flash, Starfire, Teenage Mutant Ninja Turtles, Terry McGinnis, Wasp;$1000
Chinatown, Manhattan;Agent Liberty, Black Canary, Incredible Hulk vs. Aquaman, Asterix, Atom, Defenders, Elektra, Silk Spectre, Terry McGinnis;$11000
Upper East Side, Manhattan;Superman vs. Ant-Man, Asterix, Fire, Impulse, Miss Martian, Owlwoman, Ridder, Teenage Mutant Ninja Turtles, V, Wasp, Wolverine;$2000
Koreatown, Manhattan;Ant-Man, Aquaman, Captain Marvel, Miss Martian vs. Catwoman, Shadow;$2000
Brooklyn Heights, Brooklyn;Bruce Wayne, Zatara vs. Batgirl, Ridder, Teenage Mutant Ninja Turtles;$1000
Long Island City, Queens;Ant-Man, Iron Man, Jericho, Kamandi, Owlwoman, Supergirl vs. Asterix, Star-Spangled Kid, Wonder Woman;$4000
Upper East Side, Manhattan;Impulse, Rocketeer, Vixen, Zatanna vs. Black Canary, Elektra, Orin;$16000
Koreatown, Manhattan;Ant-Man, Atom, Batwoman, Plastic Man vs. Arsenal, Asterix, Aztec, Captain Marvel, Guardians of the Galaxy, Rocketeer, Spider-Man, Wasp, X-Men;$16000
Brooklyn Heights, Brooklyn;Captain Marvel, Vixen vs. Incredible Hulk, Zatanna;$2000
Greenpoint, Brooklyn;Batman, Defenders, Green Arrow, Hawkeye, Impulse, Orin, Robin, S.T.R.I.P.E., Wasp, Zatanna vs. Aisha, Catwoman;$5000
Greenpoint, Brooklyn;Kate Spencer, Starfire vs. Animal Man, Ant-Man, Black Panther, Bruce Wayne, Silk Spectre, Zatanna;$0
Nolita, Manhattan;Agent Liberty, Kamandi, Rocketeer, Zatanna vs. Ant-Man, Atom, Black Canary, Doc Savage, Hawkeye, Jericho, Spider-Man, Sub-Mariner;$5000
Koreatown, Manhattan;Asterix, Ice, Owlman, Vigilante, Zatanna vs. Ozymandias;$4000
East Village, Manhattan;Krypta, Marvelman vs. Hawkgirl, Rocket, Starfire, Watchmen;$4000
Greenpoint, Brooklyn;Asterix, Black Canary, Bronze Tiger, Conan the Barbarian, Rocketeer, Starfire vs. Captain Marvel, Teenage Mutant Ninja Turtles;$23000
Little Italy, Manhattan;Wasp vs. Zatanna;$1000
Flatbush, Brooklyn;Batwoman, Bruce Wayne vs. Booster Gold;$0
Lenox Hill, Manhattan;Wasp vs. Animal Man, Asterix;$1000
Midtown, Manhattan;Lagoon Boy vs. Asterix, Elektra;$6000
Gramercy Park, Manhattan;Elektra vs. Wasp;$1000
Lenox Hill, Manhattan;Asterix, Catwoman, Orin, Rocketeer vs. Wolverine;$4000
Morningside Heights, Manhattan;Ant-Man, Cyborg, Daredevil, Incredible Hulk, Starfire vs. Elektra;$2000
Tribeca, Manhattan;Huntress, Iron Man vs. Teenage Mutant Ninja Turtles;$1000
Washington Heights, Manhattan;Conan the Barbarian, Hal Jordan, Hank Hall vs. Ghost Rider;$3000
Morningside Heights, Manhattan;Gypsy, Mr. Terrific, Tim Drake vs. Krypta, Terry McGinnis;$15000
Riverdale, Bronx;Gypsy, X-Men vs. Aquaman, Elektra, Guardians of the Galaxy;$0
Chelsea, Manhattan;Avengers, Nite Owl vs. Hal Jordan, Wasp;$1000
Lower East Side, Manhattan;Avengers vs. Batman, Black Canary, Captain America, Defenders, Hank Hall, Judomaster;$13000
Park Slope, Brooklyn;Batgirl, Incredible Hulk, Iron Man vs. Ray, Rocket Red, Supergirl;$8000
Koreatown, Manhattan;Conan the Barbarian, Guardians of the Galaxy, Marvelman, Orin, Superman, Zatara vs. Animal Man, Ant-Man, Defenders, Miss Martian;$14000
Upper East Side, Manhattan;Batwoman, Elektra vs. Avengers, Ghost Rider, Huntress, Kamandi, Karate Kid, Owlman, Ozymandias, Teenage Mutant Ninja Turtles, X-Men;$3000
Koreatown, Manhattan;Asterix, Avengers, Doc Savage, Zatara vs. Ghost Rider;$1000
Park Slope, Brooklyn;Guardians of the Galaxy, Marvelman, Raven vs. Ant-Man, Black Canary, Captain America, Defenders, Elektra, Robin, Sub-Mariner, Superman, Zatanna;$2000
Greenpoint, Brooklyn;Incredible Hulk, Rocket Red vs. Damian Wayne;$1000
Meatpacking District, Manhattan;Aztec, Bruce Wayne, Calendar Man, Guardians of the Galaxy, Iron Man, Marvelman, Power Girl vs. Kamandi, Owlman;$1000
Morningside Heights, Manhattan;Black Panther vs. Agent Liberty, Batgirl, Conan the Barbarian, Doc Savage, Iron Fist, Plastic Man, Robin, Zatara;$10000
Meatpacking District, Manhattan;Atom, Captain America, Hellboy, Robin, Spider-Man vs. Agent Liberty, Cassandra Cain, Conan the Barbarian, Hawkeye, Iron Fist;$10000
East Village, Manhattan;Tiger vs. Bruce Wayne, Elektra, Superman;$2000
Washington Heights, Manhattan;Star-Spangled Kid vs. Hal Jordan, Lagoon Boy;$0
Upper West Side, Manhattan;Batgirl, Damian Wayne, Defenders, Robin vs. Atom, Doctor Strange, Hellboy, Marvelman, Wasp;$10000
Meatpacking District, Manhattan;Calendar Man, Incredible Hulk, Iron Fist, Orin, Supergirl, Teenage Mutant Ninja Turtles vs. Atom, Black Canary, Rocketeer;$18000
Roosevelt Island, Manhattan;Batman, Calendar Man, Conan the Barbarian, Daredevil, Doctor Strange, Ghost Rider, Gypsy, Iron Fist, Ridder, Superman, Vixen, Zatanna vs. Booster Gold;$23000
Nolita, Manhattan;Black Canary, Captain Metropolis, Daredevil, Green Arrow, Superman vs. Batman, Constantin, Hawkeye, Teenage Mutant Ninja Turtles, Wonder Woman, Zatara;$6000
Downtown Brooklyn, Brooklyn;Artemis, Conan the Barbarian, Fire, Ice, Iron Man vs. Doctor Strange, Sub-Mariner, Watchmen, Wonder Woman;$12000
Chinatown, Manhattan;Batwoman, Defenders, Wasp vs. Agent Liberty;$2000
Crown Heights, Brooklyn;Marvelman vs. Batman, Black Panther, Bronze Tiger, Iron Fist, Lagoon Boy, Raven, Spider-Man;$2000
Alphabet City, Manhattan;Asterix, Avengers, Bruce Wayne, V vs. Defenders, Supergirl, Wonder Woman;$3000
Jackson Heights, Queens;Black Canary, Captain Marvel, Doctor Strange, Ghost Rider, Incredible Hulk, Marvelman, Supergirl vs. Batman, Calendar Man, Hawkeye, Owlwoman, Ozymandias, Wasp, Zatara;$4000
Midtown, Manhattan;Catwoman, Dollar Bill, Wonder Woman vs. Aquaman, Black Canary, Black Panther, Dr. Manhattan, Impulse, Rocketeer, Vigilante, Wasp;$10000
Roosevelt Island, Manhattan;Calendar Man vs. Cassandra Cain;$2000
Financial District, Manhattan;Ant-Man, Rocketeer vs. Agent Liberty, Batman, Black Canary, Bruce Wayne;$3000
Washington Heights, Manhattan;Ant-Man, Batman, Black Canary, Cyborg, Incredible Hulk, Mas y Menos, Nightwing, Plastic Man, Wonder Girl vs. Damian Wayne, Iron Man, Kate Spencer, Marvelman, Ridder, Rocketeer;$22000
Castle Hill, Bronx;Wolverine vs. Animal Man, Doc Savage, Kid Flash, Krypta;$2000
Williamsburg, Brooklyn;Aztec, Krypta, Plastic Man vs. Captain Marvel, Wasp, X-Men;$0
Washington Heights, Manhattan;Shadow vs. Animal Man, Asterix, Huntress;$6000
Morningside Heights, Manhattan;Raven, X-Men vs. Avengers, Black Panther, Starfire;$6000
Nolita, Manhattan;Ant-Man, Batwoman, Green Lantern, Incredible Hulk vs. Defenders, Judomaster;$11000
Park Slope, Brooklyn;Calendar Man, Green Arrow vs. Agent Liberty, Aquaman, Avengers, Blue Beetle, Elektra, Guardians of the Galaxy, Rocketeer;$1000
Little Italy, Manhattan;Avengers, Batman, Hawkeye, Huntress vs. Bruce Wayne, Mr. Terrific, Phantom Lady, Plastic Man, Zatanna, Zatara;$5000
Washington Heights, Manhattan;Incredible Hulk, Iron Fist vs. Kate Spencer, X-Men;$1000
Jackson Heights, Queens;Agent Liberty, Aquaman, Batman, Batwoman, Black Canary, Cyborg, Defenders, Dick Grayson, Gangbuster, Hal Jordan, Iron Man, Lagoon Boy, Ridder, Spider-Man, Static Shock, Supergirl, Teenage Mutant Ninja Turtles, Wildcat, Wonder Woman vs. Batgirl, Ghost Rider, Stephanie Brown;$24000
Flatbush, Brooklyn;Guardians of the Galaxy, Marvelman, Poison Ivy, Spider-Man vs. Constantin;$14000
Belmont, Bronx;Aisha, Animal Man, Batman, Calendar Man, Damian Wayne, Doc Savage, Doctor Strange, Hal Jordan, Karate Kid, Kate Spencer, Lagoon Boy, Plastic Man, Rocket Red, Shadow, Wasp, Wonder Woman, Zatanna vs. Captain America;$5000
Hell's Kitchen, Manhattan;Orin, Rocket vs. Aquaman, Batgirl, Batman, Ghost Rider, Poison Ivy, Power Girl, Shadow, Supergirl, Wolverine, Zatanna;$6000
Park Slope, Brooklyn;Aquaman, Batwoman, Captain America, Gangbuster, Green Arrow vs. Asterix, Guardians of the Galaxy;$0
Upper West Side, Manhattan;Aztec, Captain Marvel, Cyborg, Dick Grayson, Doctor Strange, Kamandi, Rocket Red, Stephanie Brown, Sub-Mariner vs. Orin;$19000
Belmont, Bronx;Starfire vs. Booster Gold, Karate Kid;$4000
Little Italy, Manhattan;Green Arrow, Iron Man vs. Animal Man, Kid Flash;$3000
Morningside Heights, Manhattan;Batman, Orin, Spider-Man, Teenage Mutant Ninja Turtles vs. Aquaman, Beast Boy, Captain Metropolis, Iron Man, Ozymandias, Rocketeer, Starfire, Wonder Woman;$10000
Gramercy Park, Manhattan;Ant-Man, Batgirl, Blue Beetle, Elektra, Fire, Green Lantern, Katana, Superman vs. Aquaman, Vixen;$5000
Belmont, Bronx;Aquaman, Conan the Barbarian, Ghost Rider, Kate Spencer, Krypta, Mr. Terrific, Plastic Man, Ridder, Wasp vs. Avengers;$3000
Jamaica, Queens;Kate Spencer, Robin vs. Green Arrow, Miss Martian, Ridder, Wasp;$12000
Koreatown, Manhattan;Atom, Batman, Zatanna vs. Captain America, Kid Flash, Wonder Woman;$2000
Crown Heights, Brooklyn;Ant-Man, Catwoman, Defenders, Doctor Strange, Zatanna vs. Captain Marvel, Shadow;$4000
Meatpacking District, Manhattan;Ant-Man, Aztec, Batman, Black Panther, Captain America, Ghost Rider, Hank Hall, Rocketeer, Wolverine, Zatanna vs. Atom Smasher, Bronze Tiger, Calendar Man, Conan the Barbarian, Odin, Orin;$18000
Sunset Park, Brooklyn;Azrael, Batwoman, Rocketeer, Xera vs. Daredevil;$1000
Bedford Park, Bronx;Animal Man, Ant-Man, Shadow, Sub-Mariner vs. Aquaman, Black Panther, Booster Gold, Zatara;$8000
Bedford Park, Bronx;Ant-Man, Asterix, Beast Boy, Cassandra Cain, Green Arrow, Orin, Ozymandias, Superman vs. Supergirl, Watchmen;$1000
Meatpacking District, Manhattan;Captain America, Supergirl vs. Gypsy;$2000
Coney Island, Brooklyn;Cyborg, Sub-Mariner vs. Vixen;$1000
Greenpoint, Brooklyn;Kate Spencer vs. Ant-Man, Atom Smasher, Catwoman, Incredible Hulk;$4000
Koreatown, Manhattan;Katana vs. Ant-Man;$2000
Hell's Kitchen, Manhattan;Agent Liberty, Atom, Black Panther, Catwoman, Dick Grayson, Ghost Rider, Kid Flash, Poison Ivy, Teenage Mutant Ninja Turtles, Terra, Terry McGinnis, X-Men vs. Asterix, Captain America, Doc Savage, Iron Man, Kate Spencer, Lagoon Boy, Marvelman, Superman, Tiger;$0
Hell's Kitchen, Manhattan;Black Panther, Spider-Man, Tiger vs. Aquaman, Black Canary, Marvelman, Rocketeer;$3000
Flatiron District, Manhattan;Hal Jordan vs. Kamandi;$0
Gramercy Park, Manhattan;Raven vs. Blue Beetle, Guardians of the Galaxy, Krypta;$2000
Flatbush, Brooklyn;Animal Man, Ant-Man, Calendar Man, Conan the Barbarian vs. Captain Marvel, Elektra, Green Arrow, Jericho, Orin, Poison Ivy;$4000
Gramercy Park, Manhattan;Captain America, Karate Kid vs. Hank Hall;$4000
Castle Hill, Bronx;Owlman, Zatanna vs. Elektra, Wasp, Wonder Woman;$3000
Little Italy, Manhattan;Orin, Robin, Shadow, Sub-Mariner vs. Cassandra Cain;$5000
Roosevelt Island, Manhattan;Fire vs. Supergirl;$1000
Meatpacking District, Manhattan;Iron Fist vs. Stephanie Brown;$0
Brooklyn Heights, Brooklyn;Carol Danvers, Cyborg, Defenders, Doctor Strange, Guardians of the Galaxy, Hawkgirl, Kate Spencer, Miss Martian, Spider-Man, Sub-Mariner, X-Men, Zatanna vs. Batgirl, Conan the Barbarian;$13000
Upper East Side, Manhattan;Bruce Wayne, Zatanna vs. Black Canary, Doctor Strange, Elektra, Robin, Shadow, Spider-Man;$3000
Morningside Heights, Manhattan;Flash, Marvelman, Ozymandias, Robin, Teenage Mutant Ninja Turtles vs. Silk Spectre;$2000
Lenox Hill, Manhattan;Ant-Man vs. Elektra, Gangbuster, Incredible Hulk, Vixen;$2000
Jackson Heights, Queens;Ghost Rider vs. Green Arrow, Kamandi, Nite Owl II;$5000
Long Island City, Queens;Batgirl vs. Atom, Starfire;$0
East Harlem, Manhattan;Batwoman, Daredevil, Dollar Bill, Fire, Wonder Girl vs. Ghost Rider;$9000
Roosevelt Island, Manhattan;Batgirl, Ghost Rider, Incredible Hulk, Poison Ivy, Supergirl vs. Marvelman, Superman;$6000
Washington Heights, Manhattan;Ant-Man, Terry McGinnis, Wolverine vs. Atom, Black Canary, Black Panther, Calendar Man, Gangbuster, Green Arrow, Kamandi, Marvelman, Moth Man, Shining Knight, Supergirl, Tiger;$0
Gramercy Park, Manhattan;Atom, Batwoman, Black Canary, Doc Savage, Green Lantern, Karate Kid, Shining Knight, Supergirl vs. Kate Spencer, Plastic Man;$1000
Union Square, Manhattan;Animal Man, Aztec, Captain America, Dick Grayson, Raven, Sub-Mariner vs. Black Panther, Calendar Man, Supergirl;$11000
Hell's Kitchen, Manhattan;Marvelman, Starfire, Wolverine, Zatanna vs. Huntress, Spider-Man;$12000
Koreatown, Manhattan;Elektra, Gangbuster, Green Arrow, Orin, Shadow, Starfire, Sub-Mariner, Wonder Woman, X-Men, Zatanna vs. Batwoman, Ozymandias, Zatara;$0
Roosevelt Island, Manhattan;Stephanie Brown vs. Arsenal, Batman, Cassandra Cain, Elektra, Hellboy, Ray, X-Men;$0
Pelham Gardens, Bronx;Ghost Rider, Wasp vs. Judomaster;$3000
Lenox Hill, Manhattan;Agent Liberty vs. Batgirl, Black Canary, Captain Marvel, Catwoman, Cyborg, Gypsy, Jonah Hex;$4000
Gramercy Park, Manhattan;Aztec, Batwoman, Captain America, Ghost Rider, Katana, Kyle Rayner, Rocket Red, V, Zatanna vs. Agent Liberty, Black Canary, Incredible Hulk, Robin;$17000
Nolita, Manhattan;Ant-Man vs. Catwoman, Green Arrow, Teenage Mutant Ninja Turtles, Vixen;$8000
Bushwick, Brooklyn;Black Panther, Huntress vs. Agent Liberty;$2000
Downtown Brooklyn, Brooklyn;Starfire vs. Zatanna;$3000
Co-Op City, Bronx;Ridder vs. Agent Liberty, Guardians of the Galaxy, Impulse, Wasp;$2000
Washington Heights, Manhattan;Black Panther, Captain America, Defenders, Hawkeye, Iron Man, Jericho, Karate Kid, Krypta, Owlman, Supergirl, Wildcat vs. Watchmen;$14000
Crown Heights, Brooklyn;Supergirl vs. Ant-Man, Batgirl, Black Canary, Dollar Bill;$4000
Castle Hill, Bronx;Asterix, Elektra, Hellboy, Incredible Hulk, Lagoon Boy, Orin, Robin, Supergirl, Vixen vs. Agent Liberty, Cyborg, Gangbuster, Jonah Hex, Teenage Mutant Ninja Turtles;$13000
Nolita, Manhattan;Power Girl vs. Captain Marvel, Daredevil, Incredible Hulk, Shadow, Tiger;$1000
East Harlem, Manhattan;Karate Kid, Kid Flash, Starfire, Zatanna vs. Avengers, Batgirl, Batman, Ice, Misfit, Rorschach, Supergirl;$7000
Little Italy, Manhattan;Asterix, Zatanna vs. Ant-Man, Teenage Mutant Ninja Turtles;$5000
Meatpacking District, Manhattan;Jericho, Marvelman, Teenage Mutant Ninja Turtles vs. Avengers, Black Canary, Elektra, Mr. Terrific, Speedy, Starfire, Supergirl, Vixen, Zatanna;$9000
Alphabet City, Manhattan;Daredevil, Guardians of the Galaxy vs. Plastic Man;$2000
Tribeca, Manhattan;Iron Man, Starfire vs. Agent Liberty, Ant-Man, Catwoman, Conan the Barbarian, Daredevil, Dollar Bill, Krypta, Ray, Rocket Red, Superman;$10000
Flatbush, Brooklyn;Booster Gold, Captain America, Defenders, Green Arrow, Zatara vs. Batgirl, Incredible Hulk, Iron Man, Ridder;$27000
Upper East Side, Manhattan;Defenders, Incredible Hulk, Rocket, S.T.R.I.P.E., Supergirl, Teenage Mutant Ninja Turtles, Tiger, Wolverine, Zatara vs. Doctor Strange, Elektra, Huntress;$5000
Chinatown, Manhattan;Owlman, Starfire vs. Ant-Man, Aquaman, Batman, Batwoman, Conan the Barbarian, Cyborg, Doc Savage, Iron Fist, Karate Kid, Lagoon Boy, Marvelman, Mr. Terrific, Orin, Solomon Grundy, Stephanie Brown, Superman, Teenage Mutant Ninja Turtles, Wasp;$7000
DUMBO, Brooklyn;Kid Flash vs. Black Panther, Starfire;$6000
Meatpacking District, Manhattan;Batman, Black Canary, Incredible Hulk, Iron Man, Plastic Man vs. Robin, Rocketeer;$2000
Washington Heights, Manhattan;Atom, Fire, Metamorpho vs. Incredible Hulk, Kid Flash;$16000
Midtown, Manhattan;Bronze Tiger, X-Men vs. Superman;$1000
Jackson Heights, Queens;Aquaman, Black Canary, Captain America, Catwoman, Rocketeer, S.T.R.I.P.E., V vs. Avengers, Green Lantern, Mr. Terrific, Plastic Man;$17000
Sunset Park, Brooklyn;Black Panther vs. Conan the Barbarian, Plastic Man, Wasp, Watchmen, X-Men, Zatanna;$3000
Park Slope, Brooklyn;Black Canary, Ghost Rider vs. Incredible Hulk;$2000
Upper West Side, Manhattan;Ant-Man, Sub-Mariner, Zatanna vs. Asterix, Fire;$3000
Greenpoint, Brooklyn;Batgirl, Batwoman, Conan the Barbarian, Green Arrow, Orin vs. Bruce Wayne, Captain Metropolis, Rocketeer, Wasp, Wolverine, Wonder Woman, Zatanna;$7000
Morningside Heights, Manhattan;Green Lantern, Iron Fist, Kid Flash, Mary Marvel vs. Bruce Wayne, Damian Wayne, Daredevil, Orin, S.T.R.I.P.E., Sub-Mariner;$8000
Sunset Park, Brooklyn;Orin vs. Marvelman;$0
Gramercy Park, Manhattan;Black Canary, Black Panther, Doctor Strange, Elektra, Kamandi, Supergirl vs. Guardians of the Galaxy, Superman;$19000
Morningside Heights, Manhattan;Aztec, Jericho, Marvelman vs. Kate Spencer, Poison Ivy, Robin;$11000
Chinatown, Manhattan;Beast Boy, Black Canary vs. Teenage Mutant Ninja Turtles;$1000
Downtown Brooklyn, Brooklyn;Ant-Man, Black Panther, Hal Jordan vs. Batwoman, Defenders, Ghost Rider, Hawkeye, Hellboy, Lagoon Boy, Watchmen;$16000
Brooklyn Heights, Brooklyn;Power Girl vs. Zatanna;$2000
Midtown, Manhattan;Avengers, Catwoman, Incredible Hulk, Ozymandias, Vixen vs. Bruce Wayne;$3000
Belmont, Bronx;Plastic Man vs. Elektra, Wonder Woman;$3000
Harlem, Manhattan;Avengers, Pantha, Rocketeer vs. Black Canary, Incredible Hulk, Plastic Man, Superman, Wasp, Zatara;$4000
DUMBO, Brooklyn;Batgirl, Green Lantern, Shining Knight vs. Asterix, Atom, Batman, Black Canary, Constantin, Defenders, Green Arrow, Plastic Man, Robin, Speedy, Wonder Woman;$16000
Crown Heights, Brooklyn;Atom vs. Aisha, Animal Man, Black Canary, Fire, Gangbuster, Green Arrow, Hal Jordan, Huntress, Orin, Owlman, Robin, Spider-Man, Teenage Mutant Ninja Turtles, Watchmen, Zatara;$30000
Chinatown, Manhattan;Guardians of the Galaxy vs. Doc Savage;$2000
Koreatown, Manhattan;Aquaman, Lagoon Boy, Marvelman, Ozymandias, Spider-Man, Supergirl vs. Avengers, Batgirl, Elektra, Mr. Terrific, Watchmen, X-Men, Zatanna;$6000
Chinatown, Manhattan;Green Lantern vs. Agent Liberty, Ant-Man, Batgirl, Marvelman, Rocketeer;$4000
Flatiron District, Manhattan;Avengers, Batwoman, Black Panther, Elektra, Huntress, Ice, Iron Man, Orin, Ridder, Robin, Thor vs. Cassandra Cain, Kamandi, Superman;$24000
Chinatown, Manhattan;Hal Jordan, Karate Kid vs. Kate Spencer, Lagoon Boy, Plastic Man, Sub-Mariner, Watchmen;$5000
Upper West Side, Manhattan;Atom, Catwoman, Iron Fist, S.T.R.I.P.E., Tiger vs. Batgirl, Batman, Lagoon Boy, Power Girl, Shadow, Vixen, Wolverine;$13000
Koreatown, Manhattan;Ant-Man, Catwoman, Ghost Rider, Marvelman, Raven vs. Batman, Captain Marvel, Doctor Strange, Elektra, Gangbuster;$3000
Coney Island, Brooklyn;Ant-Man, Calendar Man, Defenders vs. Aquaman, Judomaster, Zatanna;$3000
Upper East Side, Manhattan;Beast Boy, Kate Spencer, Zatanna vs. Gypsy, Marvelman, Ozymandias, Vixen;$3000
Washington Heights, Manhattan;Ant-Man, Batwoman, Bruce Wayne, Sub-Mariner, Teenage Mutant Ninja Turtles vs. Incredible Hulk, Power Girl, Wasp;$4000
Washington Heights, Manhattan;Asterix, Batgirl, Black Panther vs. Captain America, Incredible Hulk, Nightwing;$0
Morningside Heights, Manhattan;Batman vs. Orin;$0
Union Square, Manhattan;Asterix, Black Canary vs. Elektra, Ghost Rider;$2000
Castle Hill, Bronx;Conan the Barbarian, Krypta vs. Catwoman, Jonah Hex, Supergirl;$7000
Tribeca, Manhattan;Batman, Green Lantern, Huntress, Kamandi, Lagoon Boy, Tiger vs. X-Men;$3000
Morningside Heights, Manhattan;Black Canary, Raven vs. Guardians of the Galaxy, Ridder;$2000
Washington Heights, Manhattan;Agent Liberty, Doc Savage, Katana vs. Solomon Grundy, Wasp;$2000
Gramercy Park, Manhattan;Black Panther, Ghost Rider, Hawkeye vs. Animal Man, Arsenal, Doctor Strange, Misfit, Superman, Tiger, Watchmen;$20000
Carroll Gardens, Brooklyn;Ant-Man vs. Batman, Oracle;$5000
Harlem, Manhattan;Batman, Incredible Hulk vs. Booster Gold, Plastic Man, S.T.R.I.P.E., Starfire;$2000
Koreatown, Manhattan;Stephanie Brown vs. Green Arrow, Kate Spencer, Teenage Mutant Ninja Turtles;$1000
Chinatown, Manhattan;Aztec, Batgirl, Catwoman, Cyborg, Guardians of the Galaxy, Impulse, Kamandi, Kid Flash, Mr. Terrific, Nightwing, Plastic Man, Rocket Red, Rocketeer, Teenage Mutant Ninja Turtles, Zatanna vs. Elongated Man;$7000
Crown Heights, Brooklyn;Agent Liberty, Black Canary, Conan the Barbarian, Marvelman, Superman vs. Captain America, Wolverine;$5000
