Location;Participants;Cost
Endor, Rebel Alliance;Gavyn Sykes, Jobal Naberrie vs. AP-5, Agent Kallus, Anakin Skywalker, Captain Jeremoch Colton, Cordé, Grand Inquisitor, Iron Man, Nahdonnis Praji;$2000
Subterrel, Manhattan;Captain Gregar Typho, Che Amanwe Papanoida, Commander Bly, Finn, Orson Krennic, Palpatine vs. Beru Whitesun Lars, Ciena Ree, Han Solo, Ima-Gun Di, Moff Tiaan Jerjerrod;$12000
Yavin, Manhattan;Quarrie, Rey, Teedo vs. Jan Dodonna, Max Rebo;$3000
Mon Cala, The Empire;Admiral Conan Antonio Motti vs. Chirrut Îmwe, Jango Fett, Luminara Unduli, Poe Dameron, Poggle the Lesser, Salacious B. Crumb, Wat Tambor;$2000
Subterrel, Manhattan;Zam Wesell, Ziro the Hutt vs. Quinlan Vos;$1000
Bespin, Rebel Alliance;Barriss Offee, Beru Whitesun Lars vs. Obi-Wan Kenobi, San Hill, Warlug;$7000
Jedha, The Empire;Beru Whitesun Lars, Clone 99, Embo, Orson Krennic, Sinjir Rath Velus, Tion Medon vs. Ben Quadinaros;$3000
Bespin, Rebel Alliance;Rorschach, Savage Opress vs. Iron Man, Watto;$1000
Yavin, Manhattan;Captain Jeremoch Colton, Jubnuk, Salacious B. Crumb, Ziro the Hutt vs. Chief Chirpa, Commander Bly, Eli Vanto, Grand Moff Wilhuff Tarkin, Gungi, Lumat, Max Rebo, Teedo, Thor, Wolverine;$8000
Hosnian Prime, The Empire;Beru Whitesun Lars, Kylo Ren, Salacious B. Crumb, Sola Naberrie, Watchmen vs. Avengers;$5000
Bespin, Rebel Alliance;Alton Kastle, Moralo Eval, Pong Krell vs. Jom Barell, Rorschach, Ryoo Naberrie;$6000
Nal Hutta, The Empire;Dengar, Leia Organa vs. FX-7, Kylo Ren, Watchmen;$8000
Alderaan, Rebel Alliance;Grand Moff Wilhuff Tarkin vs. Captain Phasma, Cassian Andor, Saesee Tiin;$3000
Nal Hutta, The Empire;Moff Tiaan Jerjerrod vs. Ebe E. Endocott, Oppo Rancisis;$2000
Jedha, The Empire;Baze Malbus, Commander Bly vs. WAC-47;$1000
Tatooine, Manhattan;Alton Kastle, Commander Appo, Gavyn Sykes, Jom Barell, Kylo Ren, Moff Delian Mors, Orson Krennic, Ponda Baba vs. Admiral Gial Ackbar, Taun We, Yoda;$14000
Mon Cala, The Empire;Lieutenant Watts, Moff Tiaan Jerjerrod, Oola, Owen Lars, Shmi Skywalker vs. Clone Trooper Fives, Depa Billaba, FX-7, Han Solo, Joclad Danva, Leia Organa, R2-Q5, Teedo;$27000
Hosnian Prime, The Empire;Alton Kastle, Obi-Wan Kenobi, Ona Nobis vs. Captain Lorth Needa, Cassian Andor;$13000
Sullust, Manhattan;Ahsoka Tano, Bazine Netal, Embo, Jar Jar Binks, Rorschach, Shaak Ti, Supreme Leader Snoke vs. Dexter Jettster, Grand Admiral Thrawn, Luminara Unduli, Obi-Wan Kenobi, Oppo Rancisis, Padmé Amidala;$15000
Hosnian Prime, The Empire;Anakin Skywalker, Darth Maul, Orson Krennic vs. Ahri Raas, BB-8, Chewbacca, Cliegg Lars, Grand Admiral Thrawn, Nahdar Vebb, Rako Hardeen;$2000
Jedha, The Empire;Admiral Trench, General Maximilian Veers, Jobal Naberrie, Moralo Eval, R2-D2, Sarkli vs. Kaydel Ko Connix, Leia Organa, Queen Miraj Scintel;$4000
Alderaan, Rebel Alliance;Berch Teller, Boss Rugor Nass, Kaydel Ko Connix, Norra Wexley, Romba vs. Adi Gallia, Commander Jet, Gonk droid, Luke Skywalker, Nahdar Vebb, R2-D2, Watchmen;$8000
Sullust, Manhattan;Ebe E. Endocott, Lieutenant Thire vs. Admiral Gial Ackbar, Darth Maul;$1000
Mon Cala, The Empire;Cad Bane, Doctor Cornelius vs. Watchmen;$1000
Kashyyyk, The Empire;Jar Jar Binks, Thor vs. Lieutenant Watts;$1000
Geonosis, The Empire;Admiral Kendal Ozzel, Queen Jamillia, Rae Sloane, Sinjir Rath Velus vs. Jango Fett, Korr Sella, Luminara Unduli, Obi-Wan Kenobi;$12000
Kashyyyk, The Empire;Hera Syndulla, Obi-Wan Kenobi vs. Ahsoka Tano;$2000
Dathomir, Rebel Alliance;Luke Skywalker vs. Lieutenant Watts, Orson Krennic, R2-D2, Raymus Antilles, Romba;$2000
Dagobah, Rebel Alliance;Governor Arihnda Pryce, Luminara Unduli, Orson Krennic, Yoda vs. Ki-Adi-Mundi;$3000
Concord Dawn, Rebel Alliance;Bazine Netal, Inquisitors vs. X-Men;$0
Kamino, The Empire;Chirrut Îmwe, Leia Organa, Lyn Me, Thor, Warlug vs. Che Amanwe Papanoida, Chewbacca;$8000
Dagobah, Rebel Alliance;Black Krrsantan, Cordé, Ezra Bridger, Janus Greejatus, Lando Calrissian, Nute Gunray, Orson Krennic, Paploo, Shaak Ti, Thane Kyrell vs. Jango Fett;$3000
Dathomir, Rebel Alliance;Black Krrsantan, Lieutenant Watts, Luke Skywalker, Rey, Sifo-Dyas, Sola Naberrie vs. Captain Panaka;$14000
Kamino, The Empire;Captain Roos Tarpals, Han Solo, Luminara Unduli, Padmé Amidala vs. Ki-Adi-Mundi, Moff Delian Mors, Tulon Voidgazer;$1000
Concord Dawn, Rebel Alliance;Letta Turmond, Nute Gunray vs. Warok;$2000
Onderon, Manhattan;Lieutenant Watts, Shmi Skywalker, X-Men vs. Mama the Hutt, R2-D2, Savage Opress;$0
Concord Dawn, Rebel Alliance;Sora Bulq vs. Alton Kastle, Count Dooku, Hondo Ohnaka, Lama Su, Lieutenant Thire, Taun We, Thor, Tikkes;$5000
Bespin, Rebel Alliance;Rey vs. X-Men;$1000
Mustafar, The Empire;Berch Teller, Cordé, Gungi, Hondo Ohnaka, Lieutenant Watts, Pagetti Rook, Rabé vs. Moteé;$1000
Bespin, Rebel Alliance;Jyn Erso, Mace Windu, Orson Krennic vs. Queen Miraj Scintel, Rorschach;$4000
Kashyyyk, The Empire;Norra Wexley, Queen Miraj Scintel vs. Luminara Unduli, Oppo Rancisis, Teedo;$4000
Concord Dawn, Rebel Alliance;Gardulla the Hutt vs. Darth Bane;$0
Geonosis, The Empire;Finn, Jan Dodonna, Wolverine vs. Ric Olié;$1000
Yavin, Manhattan;Ben Quadinaros, Captain Phasma, Cassian Andor, Darth Maul, Finis Valorum, Grand Admiral Thrawn, Luminara Unduli, Rogue Squadron, Salacious B. Crumb vs. Mace Windu;$13000
Hosnian Prime, The Empire;BB-8, Ransolm Casterfo vs. Avengers, Poe Dameron, Rorschach;$3000
Naboo, The Empire;Wedge Antilles vs. Riff Tamson;$3000
Hosnian Prime, The Empire;Avengers vs. Ebe E. Endocott;$3000
Kashyyyk, The Empire;Captain Phasma, Cordé, Eli Vanto, Jan Dodonna, Kylo Ren, Leia Organa, Mace Windu, Niima the Hutt, Ona Nobis, R5-D4 vs. Odd Ball, Rorschach, Tion Medon;$44000
Dathomir, Rebel Alliance;Boba Fett, Ezra Bridger vs. Grand Moff Wilhuff Tarkin, Jobal Naberrie, King Katuunko, R2-D2;$13000
Concord Dawn, Rebel Alliance;BB-8 vs. General Crix Madine;$4000
Concord Dawn, Rebel Alliance;Bazine Netal vs. Grand Moff Wilhuff Tarkin;$1000
Yavin, Manhattan;Wuher vs. Malé-Dee;$0
Kamino, The Empire;Romba vs. Jek Tono Porkins, Quarrie, Rako Hardeen, Wedge Antilles;$1000
Kashyyyk, The Empire;Adi Gallia, Black Krrsantan, Bo-Katan Kryze, Chewbacca, Gonk droid, Grand Admiral Thrawn, Jyn Erso, Kylo Ren, Mace Windu, Pharl McQuarrie, R4-P17, Tulon Voidgazer, U9-C4, Watchmen vs. Moff Tiaan Jerjerrod;$14000
Yavin, Manhattan;Captain Phasma, Daultay Dofine, Jar Jar Binks, Morley, R2-KT, Ryoo Naberrie, Sergeant Kreel vs. Beru Whitesun Lars, Palpatine, Ponda Baba;$2000
Jedha, The Empire;Alton Kastle, Avengers, Baze Malbus, Cordé, Dengar, Jar Jar Binks, Leia Organa, Moralo Eval, Nahdonnis Praji, Padmé Amidala, Rey vs. Palpatine, Unkar Plutt;$3000
Bespin, Rebel Alliance;Admiral Gial Ackbar, Anakin Skywalker, Chief Chirpa, Ezra Bridger, Kaydel Ko Connix, Mawhonic, Moff Tiaan Jerjerrod, Moteé, Ona Nobis, Paploo vs. Agent Kallus, Jobal Naberrie, Taun We, Warlug;$7000
Concord Dawn, Rebel Alliance;Jas Emari, R2-KT vs. Romba;$4000
Endor, Rebel Alliance;Adi Gallia, Admiral Kendal Ozzel, Ellé, X-Men vs. Avengers, Bodhi Rook, Dexter Jettster, Ebe E. Endocott, Luke Skywalker;$0
Geonosis, The Empire;General Maximilian Veers, Malakili, Oppo Rancisis, Savage Opress, Watchmen vs. Grand Moff Wilhuff Tarkin, Nute Gunray;$2000
Umbara, Manhattan;Ziro the Hutt vs. Adi Gallia, Bodhi Rook, Garindan, Nute Gunray, Zuckuss;$12000
Concord Dawn, Rebel Alliance;Black Krrsantan, Jubnuk, Quarrie, Wolverine vs. Asajj Ventress, C-3PO, Governor Arihnda Pryce, Moff Delian Mors, Nahdonnis Praji, Paploo, Salacious B. Crumb, Unkar Plutt, WAC-47;$17000
Kamino, The Empire;Gardulla the Hutt, Luminara Unduli, Shaak Ti, Wittin vs. Wollivan;$13000
Naboo, The Empire;2-1B, Bodhi Rook, Captain Roos Tarpals, Gungi, Lando Calrissian, Pharl McQuarrie, Quarrie, Ree-Yees, Rorschach, Shaak Ti, Sly Moore, Zam Wesell vs. Avengers, Chewbacca, Lama Su, Longo Two-Guns, Lyn Me, Oppo Rancisis, Rogue Squadron;$2000
Yavin, Manhattan;R5-J2 vs. Lieutenant Watts;$2000
Bespin, Rebel Alliance;Commander Fox vs. AP-5, Bo-Katan Kryze, Grand Moff Wilhuff Tarkin, Longo Two-Guns, Queen Apailana, Rogue Squadron, X-Men;$5000
Nal Hutta, The Empire;Obi-Wan Kenobi, Orson Krennic, Poggle the Lesser vs. Admiral Kendal Ozzel, Alton Kastle, Avengers, Baze Malbus, Cliegg Lars, Commander Wolffe, Darth Bane, Feral, General Grievous, Han Solo, Iron Man, Leia Organa, Logray, Luminara Unduli, Mace Windu, Mawhonic, Moff Tiaan Jerjerrod, Moralo Eval, Oola, Orn Free Taa, Padmé Amidala, Queen Miraj Scintel, Ree-Yees, Rukh, Thor;$49000
Tatooine, Manhattan;Bren Derlin, Kanan Jarrus, Karbin, Wuher vs. Orson Krennic;$6000
Kamino, The Empire;Chewbacca, FX-7, General Maximilian Veers, Has Obbit, Rey, Royal Guard vs. BB-8, Ketsu Onyo, Luminara Unduli, Pablo-Jill, Shu Mai;$3000
Mustafar, The Empire;Jango Fett, R2-D2, Rey vs. Chief Chirpa, Savage Opress;$7000
Yavin, Manhattan;Alton Kastle, Conder Kyl, Hondo Ohnaka vs. Wedge Antilles;$17000
Concord Dawn, Rebel Alliance;Kylo Ren vs. Cassian Andor, Wicket W. Warrick;$1000
Jedha, The Empire;Echuu Shen-Jon vs. Lux Bonteri, Saw Gerrera, Thor;$5000
Tatooine, Manhattan;R4-G9 vs. Iron Man, Mister Bones, Sarkli;$1000
Alderaan, Rebel Alliance;Chirrut Îmwe, Luminara Unduli, Sinjir Rath Velus vs. Luke Skywalker, X-Men;$2000
Sullust, Manhattan;Grand Inquisitor, Zuckuss vs. Yoda;$1000
Tatooine, Manhattan;Padmé Amidala vs. Shara Bey;$0
Scarif, Manhattan;Shara Bey, Sora Bulq vs. Rogue Squadron;$2000
Kashyyyk, The Empire;Gungi, Orson Krennic vs. Ezra Bridger, Has Obbit, Mawhonic, Quinlan Vos, Wes Janson;$4000
Coruscant, Rebel Alliance;Pablo-Jill, Sarkli vs. Captain Lorth Needa, Lando Calrissian, San Hill;$4000
Tatooine, Manhattan;Chirrut Îmwe, Klaatu, Rorschach vs. Thor;$2000
Naboo, The Empire;Lumat, Poggle the Lesser, Rey vs. Cassian Andor, Obi-Wan Kenobi, Padmé Amidala;$4000
Dagobah, Rebel Alliance;Luminara Unduli vs. Adi Gallia, Avengers, Captain Rex;$2000
Kamino, The Empire;Asajj Ventress, Baze Malbus, Bossk, Bren Derlin, Embo, Momaw Nadon, Rorschach, Shmi Skywalker vs. Chewbacca;$20000
Mustafar, The Empire;Captain Jeremoch Colton vs. Palpatine;$2000
Hosnian Prime, The Empire;Alton Kastle, Avengers, Che Amanwe Papanoida, Joh Yowza, Padmé Amidala, San Hill, Sora Bulq, Zuckuss vs. Captain Rex, Mercurial Swift, Poe Dameron, Savage Opress, Saw Gerrera, Watchmen;$3000
Yavin, Manhattan;Cordé, Mas Amedda vs. Che Amanwe Papanoida;$0
Jakku, The Empire;Admiral Gial Ackbar, Barada, Finn, Ponda Baba, Pooja Naberrie, Rey vs. Avengers;$2000
Concord Dawn, Rebel Alliance;Embo, Obi-Wan Kenobi vs. Chewbacca, Watchmen;$4000
Kashyyyk, The Empire;Kylo Ren, San Hill vs. AP-5, Captain Lorth Needa, Depa Billaba, Quarrie;$7000
Endor, Rebel Alliance;Padmé Amidala vs. General Maximilian Veers, Karbin, Mawhonic, Quarrie, Shaak Ti;$3000
Yavin, Manhattan;2-1B, Gavyn Sykes, Gungi, Luminara Unduli, Pharl McQuarrie, Saw Gerrera, Sora Bulq vs. Han Solo, Quinlan Vos, R2-KT, Sinjir Rath Velus;$7000
Kashyyyk, The Empire;Alton Kastle vs. Che Amanwe Papanoida;$0
Mon Cala, The Empire;Admiral Trench, Avengers, Commander Bly, Dengar, Garindan, Greedo, Jas Emari, Mama the Hutt, Salacious B. Crumb, Watchmen vs. Captain Roos Tarpals, Moralo Eval;$8000
Tatooine, Manhattan;Commander Fox, Garindan, Greedo, Mina Bonteri vs. Commander Wolffe, Count Dooku;$4000
Endor, Rebel Alliance;Alton Kastle, Commander Fox, Jar Jar Binks, Quarrie, Watchmen vs. Asajj Ventress, IG-88;$0
Jedha, The Empire;Clone 99, Luminara Unduli, Sana Starros, Wuher vs. Salacious B. Crumb;$4000
Kashyyyk, The Empire;Lumat, R2-D2, X-Men vs. Chief Chirpa, Jango Fett, Joclad Danva, Sana Starros, Shmi Skywalker, Zam Wesell;$16000
Yavin, Manhattan;Chewbacca, Han Solo vs. Anakin Skywalker;$2000
Onderon, Manhattan;Captain Roos Tarpals vs. Chewbacca, Gardulla the Hutt;$3000
Umbara, Manhattan;Arvel Crynyd, Boba Fett, Lumat, Savage Opress vs. Avengers, Grand Admiral Thrawn;$2000
Geonosis, The Empire;Chirrut Îmwe vs. Inquisitors, Obi-Wan Kenobi;$1000
Bespin, Rebel Alliance;Admiral Conan Antonio Motti, Teedo vs. Commander Fox, Droopy McCool, Orson Krennic, Pong Krell, Taun We;$3000
Kashyyyk, The Empire;Po Nudo Paul vs. Cassian Andor, Chewbacca, Joclad Danva, Leia Organa, Rinnrivin Di;$1000
Jedha, The Empire;Captain Jeremoch Colton, Cordé, Shmi Skywalker, Shu Mai, X-Men vs. Bren Derlin, Captain Gregor, Poe Dameron, Wolverine, Yoda;$31000
Sullust, Manhattan;Bren Derlin, Chief Chirpa, Cliegg Lars, Grand Moff Wilhuff Tarkin, Kylo Ren, Mercurial Swift, Thor vs. Barada, Bodhi Rook, San Hill, Shaak Ti;$18000
Kashyyyk, The Empire;Han Solo, Jan Dodonna, Joclad Danva, Mother Talzin, San Hill vs. Baze Malbus, Dengar, Droopy McCool, Gungi, Inquisitor: Fifth Brother;$3000
Alderaan, Rebel Alliance;BB-8, Beru Whitesun Lars, Captain Jeremoch Colton, FX-7, Inspector Thanoth, Jyn Erso, Moralo Eval, Saesee Tiin, Salacious B. Crumb, Shaak Ti, Shu Mai vs. Barriss Offee, General Crix Madine, Jobal Naberrie, Luminara Unduli, Mawhonic, R2-D2, Watchmen;$14000
Mandalore, The Empire;Alton Kastle, Bodhi Rook, Boss Rugor Nass, Dr. Nuvo Vindi, Kanan Jarrus, Ketsu Onyo, Obi-Wan Kenobi, Poggle the Lesser, R2-D2 vs. Adi Gallia, Cassian Andor, Clone Trooper Tup, Commander Bly, Darth Maul, Dengar, Gardulla the Hutt, Hondo Ohnaka, Iron Man, Luke Skywalker, Orson Krennic, Paploo, Quarrie, Rey, San Hill, Wedge Antilles, Wuher;$36000
Kashyyyk, The Empire;Boba Fett, Lyra Erso vs. Eli Vanto, Orson Krennic, X-Men;$4000
Yavin, Manhattan;Baze Malbus, Luminara Unduli, Sarkli vs. Aiolin and Morit Astarte, Bazine Netal, Captain Jeremoch Colton, Chirrut Îmwe, Cliegg Lars, Galen Erso, Gonk droid, Logray, Nahdar Vebb, Pong Krell, R2-KT, Sana Starros, Sora Bulq;$6000
Ryloth, Manhattan;Aiolin and Morit Astarte, Darth Maul, Gardulla the Hutt, Inquisitors, Leia Organa, Rorschach, Sana Starros, Watchmen vs. Cassian Andor, Gungi, Jar Jar Binks, Jek Tono Porkins, Luminara Unduli, Obi-Wan Kenobi, Palpatine, R2-KT, R2-Q5, Saw Gerrera;$30000
Alderaan, Rebel Alliance;Captain Roos Tarpals, Inspector Thanoth, Luke Skywalker, Obi-Wan Kenobi vs. Boss Rugor Nass, Moteé, Padmé Amidala, R5-J2, Watchmen;$1000
Kamino, The Empire;Karina the Great vs. Grand Moff Wilhuff Tarkin, Lando Calrissian, Queen Breha Organa;$0
Sullust, Manhattan;Wedge Antilles vs. Commander Bly, Pong Krell, Saw Gerrera;$9000
Endor, Rebel Alliance;Eli Vanto, Queen Miraj Scintel, Wullf Yularen vs. Bo-Katan Kryze, Bodhi Rook, Moralo Eval, Sora Bulq, Watchmen;$5000
Concord Dawn, Rebel Alliance;Cordé, General Maximilian Veers vs. Anakin Skywalker, Chirrut Îmwe, Count Dooku, Hondo Ohnaka, Orson Krennic, Palpatine, Pooja Naberrie;$16000
Yavin, Manhattan;Ziro the Hutt vs. Darth Maul, Dormé, Lobot, Mace Windu;$2000
Bespin, Rebel Alliance;Ben Quadinaros, Queen Miraj Scintel vs. Captain Phasma, Has Obbit, Lyn Me, Poe Dameron;$5000
Kamino, The Empire;Barriss Offee vs. Bren Derlin, C-3PO, Doctor Aphra, Palpatine, Shara Bey, Yarael Poof;$3000
Kamino, The Empire;Kylo Ren vs. Aayla Secura, Barada, Grand Admiral Thrawn, Shara Bey;$16000
Coruscant, Rebel Alliance;Avengers vs. Darth Maul, U9-C4;$4000
Kamino, The Empire;Watchmen, Wuher vs. Ima-Gun Di, Poggle the Lesser, Rey;$4000
Ryloth, Manhattan;2-1B, Bo-Katan Kryze, Dengar, Kylo Ren, Longo Two-Guns, Luminara Unduli, Moff Delian Mors vs. Avengers, Han Solo, Padmé Amidala, Plo Koon, Rey;$7000
Onderon, Manhattan;Even Piell, Hevy, Kylo Ren, Mercurial Swift, Wolverine vs. Captain Phasma, Joclad Danva, Luminara Unduli;$3000
Subterrel, Manhattan;Jas Emari vs. R2-KT;$2000
Corellia, Rebel Alliance;2-1B, C-3PO, Conder Kyl, Mace Windu vs. Asajj Ventress, Bazine Netal, Cassian Andor, Lieutenant Thire, Queen Apailana, Wedge Antilles;$3000
Geonosis, The Empire;Moff Delian Mors vs. Almec, Eli Vanto, General Grievous, Teedo;$12000
Dagobah, Rebel Alliance;Savage Opress, Shara Bey, Supreme Leader Snoke, Watto vs. Mace Windu, Oppo Rancisis, Queen Miraj Scintel;$0
Kashyyyk, The Empire;Max Rebo, Padmé Amidala vs. FN-2199;$1000
Mon Cala, The Empire;Admiral Gial Ackbar, Qui-Gon Jinn vs. Lieutenant Thire;$3000
Naboo, The Empire;R2-D2, San Hill vs. Commander Gree, Inquisitors, Shaak Ti;$6000
Endor, Rebel Alliance;Lando Calrissian, Queen Miraj Scintel vs. Dengar, Han Solo, Joclad Danva, Mace Windu, Savage Opress, Sergeant Kreel, Watchmen;$1000
Yavin, Manhattan;Captain Lorth Needa, Grand Admiral Thrawn, Han Solo vs. Moff Delian Mors, Wedge Antilles, Zuckuss;$12000
Naboo, The Empire;Avengers vs. Joph Seastriker, Queen Miraj Scintel;$2000
Kamino, The Empire;Boba Fett, King Katuunko vs. 2-1B;$1000
Umbara, Manhattan;Greer Sonnel, Mother Talzin vs. Ahri Raas, Dapp;$4000
Hosnian Prime, The Empire;Gonk droid, Huyang vs. Aiolin and Morit Astarte, Alton Kastle, Ben Quadinaros, Chewbacca, General Crix Madine, Kylo Ren, Mawhonic, Moradmin Bast, Moteé, Mother Talzin, Shaak Ti;$11000
Scarif, Manhattan;Boss Rugor Nass, Leia Organa, Supreme Leader Snoke vs. Captain Phasma, Wullf Yularen;$1000
Kamino, The Empire;Rorschach vs. Admiral Conan Antonio Motti, Admiral Kendal Ozzel, Captain Lorth Needa, Cliegg Lars, Mawhonic, Romba, Taun We;$4000
Kashyyyk, The Empire;Avengers, Captain Gregor, Cassian Andor, Jom Barell, Wicket W. Warrick vs. Black Krrsantan;$5000
Umbara, Manhattan;Barada vs. C-3PO, Yoda;$2000
Onderon, Manhattan;Korr Sella, Lando Calrissian, Mace Windu vs. Iron Man, Oppo Rancisis, R2-D2, R2-KT, Rukh;$9000
Kashyyyk, The Empire;Boba Fett, Darth Maul, Greedo, Malé-Dee, Obi-Wan Kenobi, Shmi Skywalker vs. Iron Man;$15000
Hosnian Prime, The Empire;AZI-3, Romba, Rorschach, Wes Janson vs. The Bendu;$7000
Geonosis, The Empire;Baze Malbus, Captain Roos Tarpals, Cassian Andor, Han Solo, Jar Jar Binks vs. Eli Vanto;$5000
Concord Dawn, Rebel Alliance;Admiral Trench, San Hill vs. Cassian Andor, Grand Admiral Thrawn, Sana Starros, Wullf Yularen;$23000
Dathomir, Rebel Alliance;Alton Kastle, Chirrut Îmwe, Queen Neeyutnee, Romba vs. Avengers, Black Krrsantan, Cassian Andor, Dexter Jettster, Lux Bonteri, Max Rebo, R5-J2;$12000
Dathomir, Rebel Alliance;Tikkes vs. Bren Derlin, Dapp, Gardulla the Hutt, Han Solo, Jobal Naberrie, Kanan Jarrus, Lux Bonteri, Oppo Rancisis, Wicket W. Warrick;$15000
Jedha, The Empire;Cassian Andor, Rorschach, Salacious B. Crumb, Zuckuss vs. Admiral Conan Antonio Motti, Boss Rugor Nass, Captain Lorth Needa, General Maximilian Veers, Jobal Naberrie;$7000
Scarif, Manhattan;Captain Phasma, Tion Medon vs. Gallius Rax, Sergeant Kreel;$1000
Kashyyyk, The Empire;Jobal Naberrie, Pablo-Jill vs. Brendol Hux;$1000
Kamino, The Empire;Captain Lorth Needa, Captain Roos Tarpals, Che Amanwe Papanoida, Kylo Ren, R2-KT, Rey vs. Wolverine;$1000
Jedha, The Empire;Obi-Wan Kenobi vs. Agent Kallus, Commander Fox, Mace Windu, Shu Mai;$11000
Mon Cala, The Empire;8D8, Moff Delian Mors, Pong Krell, San Hill vs. Jabba the Hutt;$1000
Concord Dawn, Rebel Alliance;Agen Kolar, Alton Kastle vs. Mace Windu, Rey, Rorschach;$2000
Jedha, The Empire;Avengers, Commander Wolffe, Ryoo Naberrie, Saché, Sim Aloo, The Bendu vs. Aayla Secura, Berch Teller, Embo, Longo Two-Guns, Luke Skywalker, Mawhonic;$9000
Concord Dawn, Rebel Alliance;Admiral Conan Antonio Motti, Mina Bonteri, Obi-Wan Kenobi vs. Asajj Ventress, Avengers, Boba Fett, C-3PO, Darth Maul, Ebe E. Endocott, Garindan, Han Solo, Iron Man, Joclad Danva, Jubnuk, Lando Calrissian, Lumat, Poggle the Lesser, Pre Vizsla, R2-D2, Shu Mai, Sly Moore, Watchmen, Yaddle;$9000
Yavin, Manhattan;R2-D2 vs. Avengers;$1000
Bespin, Rebel Alliance;Baze Malbus, Cliegg Lars vs. Rey, Wuher;$12000
Kashyyyk, The Empire;Alton Kastle vs. Dexter Jettster, Gavyn Sykes, Kylo Ren, Leia Organa, Luke Skywalker, Wolverine;$4000
Subterrel, Manhattan;Avengers vs. Dormé;$2000
Concord Dawn, Rebel Alliance;Eli Vanto, Finn, Iron Man, Lama Su, Lieutenant Watts, Luminara Unduli, Moff Tiaan Jerjerrod, R4-G9, Rogue Squadron, Saesee Tiin, Sarkli vs. Avengers, Clone Trooper Fives, General Grievous, Oola;$7000
Tatooine, Manhattan;FN-2199, Nute Gunray, Sabé vs. Longo Two-Guns;$4000
Concord Dawn, Rebel Alliance;C-3PO, Cad Bane, Sora Bulq vs. Almec, Rorschach, Supreme Leader Snoke;$3000
Concord Dawn, Rebel Alliance;Chief Chirpa, Cliegg Lars, Depa Billaba, Obi-Wan Kenobi vs. Kaydel Ko Connix;$1000
Concord Dawn, Rebel Alliance;Lumat, Max Rebo, Padmé Amidala vs. Leia Organa;$2000
Kashyyyk, The Empire;BB-8, Eli Vanto, Thor vs. Captain Rex, Captain Roos Tarpals, Dormé, Ezra Bridger;$2000
Sullust, Manhattan;Lieutenant Watts vs. Luminara Unduli;$1000
Bespin, Rebel Alliance;Captain Gregor, Luminara Unduli vs. Adi Gallia, Commander Bly;$1000
Hosnian Prime, The Empire;Padmé Amidala vs. Avengers, Eli Vanto, Lieutenant Thire, Max Rebo;$2000
Kashyyyk, The Empire;Cordé vs. Ben Quadinaros, Commander Bly, Iron Man, Mama the Hutt, Moff Tiaan Jerjerrod;$15000
Kashyyyk, The Empire;Commander Wolffe, Mace Windu, Osi Sobeck vs. Boba Fett, Klaatu, Saelt-Marae;$2000
Mandalore, The Empire;Darth Maul vs. Cliegg Lars, Kylo Ren, Leia Organa, Poggle the Lesser, R2-KT, Rorschach;$19000
Yavin, Manhattan;Ben Quadinaros, Clone 99, Po Nudo Paul, Rorschach vs. Admiral Gial Ackbar, Embo, San Hill;$2000
Geonosis, The Empire;Agent Kallus, Grand Inquisitor, Watchmen vs. Commander Wolffe, Dormé, Oppo Rancisis, Yoda;$0
Nal Hutta, The Empire;Beru Whitesun Lars, Quinlan Vos vs. Longo Two-Guns, Morley;$4000
Dathomir, Rebel Alliance;Shara Bey vs. FX-7, Sim Aloo, Wolverine;$1000
Sullust, Manhattan;Morley vs. Black Krrsantan, Rorschach;$3000
Kashyyyk, The Empire;Barada, Finn, Sarkli vs. Admiral Conan Antonio Motti, Bossk, Has Obbit, Obi-Wan Kenobi;$3000
Bespin, Rebel Alliance;Cliegg Lars, Orson Krennic vs. Bazine Netal, C-3PO, Luminara Unduli, Saesee Tiin, Sim Aloo;$4000
Sullust, Manhattan;Amee, BB-8, C-3PO, General Maximilian Veers, Luminara Unduli, Palpatine, Rappertunie, Wedge Antilles vs. Leia Organa, Poe Dameron, R2-D2;$34000
Kashyyyk, The Empire;Amee, Darth Maul, Han Solo, Kanan Jarrus, Lumat, Luminara Unduli vs. Barriss Offee, Leia Organa, Rorschach, San Hill, Savage Opress, Sinjir Rath Velus, Zam Wesell;$11000
Onderon, Manhattan;Echuu Shen-Jon vs. Ciena Ree, Lama Su, Leia Organa;$8000
Nal Hutta, The Empire;Pablo-Jill vs. Admiral Gial Ackbar, Aiolin and Morit Astarte, Baze Malbus, Cad Bane, Darth Plagueis, General Maximilian Veers, Yoda;$5000
Bespin, Rebel Alliance;Finn, Rogue Squadron vs. Captain Lorth Needa, Che Amanwe Papanoida, Chief Chirpa, General Grievous, Orson Krennic, Watto;$4000
